Epoch,Generator Loss,Discriminator Loss,Test Generator Loss,Test Discriminator Loss
0,-0.5786390900611877,-0.32913899421691895,-0.5042791366577148,-0.39057302474975586
1,1.17705500125885,-0.4700656235218048,0.8534163236618042,-2.142599582672119
2,-0.31303924322128296,-1.5091966390609741,-2.14593505859375,-0.23520612716674805
3,-1.2147544622421265,0.42684781551361084,-2.6534087657928467,0.005326271057128906
4,-0.35946792364120483,-0.6929128766059875,-0.8645141124725342,-0.4252423048019409
5,0.6011232137680054,-0.15733587741851807,-1.2774641513824463,-0.29527902603149414
6,-0.5291728377342224,-0.6948694586753845,-0.5843203663825989,-0.03037393093109131
7,-1.0219974517822266,-0.18550145626068115,0.4166582226753235,-0.7484042048454285
8,-0.31834447383880615,-1.6413367986679077,0.3429539203643799,-0.9439395666122437
9,-1.0372878313064575,-1.4516757726669312,0.44038599729537964,-1.0870792865753174
10,-1.0792760848999023,-0.07539081573486328,0.3383910655975342,-1.5664470195770264
11,-0.1179414689540863,-0.39914631843566895,-0.00753677636384964,-0.41571688652038574
12,-2.175628900527954,-0.2711665630340576,-0.3706640601158142,-0.24296945333480835
13,-0.9149060249328613,-0.19946718215942383,-0.5773561000823975,-0.5160262584686279
14,-1.3034672737121582,-0.29244446754455566,-0.33915218710899353,-0.9712896943092346
15,-1.164204478263855,-0.514944314956665,-0.3302687406539917,-0.5398418307304382
16,-1.5199315547943115,-0.8502820730209351,-0.6502887010574341,0.2638431787490845
17,-0.39396101236343384,-0.21651005744934082,-0.11527302116155624,-1.1770880222320557
18,0.16557660698890686,0.17220482230186462,0.45647114515304565,-1.4392669200897217
19,-0.4494369924068451,-0.30904531478881836,0.43021899461746216,-0.4722452759742737
20,-0.6311770081520081,-0.49540090560913086,-0.6527696847915649,-0.5649981498718262
21,-0.8788639307022095,-0.6570971012115479,0.03620743378996849,0.5351201891899109
22,-1.8849986791610718,0.04407918453216553,-0.9579553604125977,-0.9877316355705261
23,0.4445744454860687,-0.40751975774765015,-0.28172963857650757,-0.451124906539917
24,-0.3321259915828705,0.3255980610847473,-1.4536162614822388,-0.7214245796203613
25,-0.055723968893289566,-0.7169416546821594,-1.1809042692184448,-0.7779354453086853
26,-0.5320596098899841,-0.45843881368637085,0.30977946519851685,-0.5315290689468384
27,-1.0132389068603516,0.5764477849006653,0.2589540481567383,-2.354001760482788
28,0.561538577079773,-0.6853280663490295,0.5776249766349792,-0.96747887134552
29,-0.24204084277153015,0.377740740776062,0.8542740941047668,-0.7713989019393921
30,-0.3219091296195984,-0.19401967525482178,-0.12611091136932373,-0.35543233156204224
31,0.08720549196004868,0.616638720035553,-1.3833669424057007,-0.596427321434021
32,-0.4904397428035736,-0.5430459976196289,0.4604658782482147,-0.3568599820137024
33,-0.8156228065490723,0.8215816020965576,-0.14897945523262024,-0.1526087522506714
34,-0.9459795355796814,0.11870443820953369,-1.356384038925171,-0.2415025234222412
35,-0.8714984655380249,-0.0463176965713501,-0.8226696848869324,-0.5328143835067749
36,-0.6345892548561096,0.4177109897136688,-1.7156983613967896,0.312239408493042
37,-0.175397127866745,-0.6351470947265625,-0.2503131330013275,0.32273757457733154
38,-0.9552549719810486,-0.6377115249633789,-0.32179611921310425,-0.06793177127838135
39,-0.8552221655845642,-0.11001735925674438,-1.6477268934249878,0.023181796073913574
40,-0.9104486703872681,-0.3730112910270691,-0.9520204067230225,-0.28053712844848633
41,-0.1820671260356903,0.6350735425949097,-0.6759718060493469,-0.3578035831451416
42,-0.247813880443573,-0.5636816024780273,-1.0071189403533936,-0.8442257046699524
43,-0.4278792440891266,-0.9776492118835449,-0.4528428018093109,0.3231027126312256
44,-0.7314679622650146,-0.1153864860534668,-1.507243275642395,-0.011427521705627441
45,-1.7208008766174316,-0.973676860332489,-1.48573899269104,-0.3426995873451233
46,-0.03550191596150398,0.14915651082992554,-0.5700885653495789,0.23621273040771484
47,-0.2755987048149109,0.09575293958187103,-0.3626630902290344,0.11431729793548584
48,-0.7168595194816589,-0.8356238603591919,-0.789116382598877,-1.116986632347107
49,-1.202544093132019,-1.767139196395874,-1.906042456626892,-0.35477888584136963
50,-1.5210857391357422,0.09429889917373657,-0.524715781211853,-0.79261314868927
51,-1.0154671669006348,-0.06188392639160156,-0.21790575981140137,0.9120674133300781
52,-1.1618497371673584,-0.008461236953735352,-0.9849762320518494,0.24283790588378906
53,-0.5538956522941589,0.7066977620124817,0.5508314967155457,-0.11739394068717957
54,-1.5174338817596436,-0.7280151844024658,-1.343447208404541,-0.5724579691886902
55,-0.09484755992889404,0.22116535902023315,-1.6583456993103027,-0.06317055225372314
56,-0.8383330702781677,-1.2814942598342896,-1.9844549894332886,-1.0396982431411743
57,-0.2669120132923126,-0.37392276525497437,-1.5976516008377075,0.15653502941131592
58,-0.4852386713027954,-0.6320882439613342,-0.8251680731773376,-0.8840020895004272
59,-0.9350253939628601,-0.1939953863620758,-0.5078061819076538,-0.4851033687591553
60,-1.3106861114501953,-0.31976187229156494,-1.460206151008606,0.30802005529403687
61,-0.8444647192955017,0.9790959358215332,-0.19327475130558014,-0.6245226860046387
62,-0.22075793147087097,-0.4215473234653473,-1.5491701364517212,0.1899174451828003
63,-1.0612481832504272,-0.7413127422332764,-0.8102503418922424,0.2333289384841919
64,-1.0531572103500366,0.3057798147201538,-1.0802088975906372,-0.000989675521850586
65,-1.5595238208770752,-0.5912933349609375,-0.7078180313110352,-0.22315391898155212
66,-1.397764801979065,0.9497247934341431,-0.8025889992713928,-1.438310146331787
